error_Jacobi error_Gauss error_ICF error_ICNE error_Multigrid
0.000000 3837318751617163218565040111791652334223416603306885120.000000 0.000000 0.000000 0.000000
0.000000 14009153084279491791326157676046840922497123119288811520.000000 0.000000 0.000000 0.000000
0.000000 29268556061554323910022397639250146687998254789867601920.000000 0.000000 0.000000 0.000000
0.000000 106881635496169965853286785484775601342826492597505097728.000000 0.000000 0.000000 0.000000
0.000000 223299684406279945607016082508734489899955280838209306624.000000 0.000000 0.000000 0.000000
0.000000 815649664635715249751019230687636444996423223365301436416.000000 0.000000 0.000000 0.000000
0.000000 1704057022152071901509306890632279747181333534225148674048.000000 0.000000 0.000000 0.000000
0.000000 6226007013717656108933431522755980358906240304189955637248.000000 0.000000 0.000000 0.000000
0.000000 13007246284535577054499354221967470152089757965363462537216.000000 0.000000 0.000000 0.000000
0.000000 47535396998513682642020036345627093208268821400400401793024.000000 0.000000 0.000000 0.000000
0.000000 99308871894870598648118008117314161074641245427562943873024.000000 0.000000 0.000000 0.000000
0.000000 363013363177416660014650132113688744315714771249117941202944.000000 0.000000 0.000000 0.000000
0.000000 758382984393347633306872943314663578720344345916434454413312.000000 0.000000 0.000000 0.000000
0.000000 2772826074189373232910975122072970232268183581112473810370560.000000 0.000000 0.000000 0.000000
0.000000 5792733299522679942798175782168575095756088849772641930706944.000000 0.000000 0.000000 0.000000
0.000000 21184289448112547957423301848447117859229758994227235630612480.000000 0.000000 0.000000 0.000000
0.000000 44255743822261587036251864988993315193160760000540039828209664.000000 0.000000 0.000000 0.000000
0.000000 161880041858358687933705743623475130546892736034299682259730432.000000 0.000000 0.000000 0.000000
0.000000 338176792689801076342375472488887976229313731511906889434660864.000000 0.000000 0.000000 0.000000
0.000000 1237251161895699174616420508897951063529588056008482953426370560.000000 0.000000 0.000000 0.000000
0.000000 2584657691266348411113633638723786802173985869302743483346321408.000000 0.000000 0.000000 0.000000
0.000000 9458118396253274961185691047989026105829050969235409819941208064.000000 0.000000 0.000000 0.000000
0.000000 19758069523483390823351901905426939263137715276531530311265157120.000000 0.000000 0.000000 0.000000
0.000000 72315471227791426935667822175658650435294948039306365813169061888.000000 0.000000 0.000000 0.000000
0.000000 151065579087623410302518640441518274634262967729438199838993809408.000000 0.000000 0.000000 0.000000
0.000000 553012182717474197154740962010884859283861288131346145773245956096.000000 0.000000 0.000000 0.000000
0.000000 1155216752022955864721392440151982884344716756359790134979173810176.000000 0.000000 0.000000 0.000000
0.000000 4229730528422670344570554869781254482719876729673240834565805703168.000000 0.000000 0.000000 0.000000
0.000000 8835597212020378855570963666642795303675170827071903979024007823360.000000 0.000000 0.000000 0.000000
0.000000 32356597744176231122142527726595368429021533932450934592549165203456.000000 0.000000 0.000000 0.000000
0.000000 67589688731606378091901629935801044458685535512223090539083946000384.000000 0.000000 0.000000 0.000000
0.000000 247561369384437016002866113383707320969378226003954683397731317186560.000000 0.000000 0.000000 0.000000
0.000000 517124152481631260623415931484876993720354484274180469255116540608512.000000 0.000000 0.000000 0.000000
0.000000 1894395279539242433037548352529917387237368480643720584259401093742592.000000 0.000000 0.000000 0.000000
0.000000 3957098541858018569502747321316470107382037293069710324184992417054720.000000 0.000000 0.000000 0.000000
0.000000 14498529072568920349171759101134524108883502809955496060650653585768448.000000 0.000000 0.000000 0.000000
0.000000 30284785052349971724174453739741546949659355411927021678938629781585920.000000 0.000000 0.000000 0.000000
0.000000 110979023537148002790319255221423803951632245792708438346067762036604928.000000 0.000000 0.000000 0.000000
0.000000 231811895124273295788148650177967726801947172815570388296092985633800192.000000 0.000000 0.000000 0.000000
0.000000 849609874700453087988658568008695356608576497697539079056056581108006912.000000 0.000000 0.000000 0.000000
0.000000 1774633261715516006781476190786891848175127689447867145952802386584010752.000000 0.000000 0.000000 0.000000
0.000000 6505161144725033754779620558173091612113254078998214460873528183797841920.000000 0.000000 0.000000 0.000000
0.000000 13587556342131295099662648967677040179754314378408180864827317546540597248.000000 0.000000 0.000000 0.000000
0.000000 49814371539763177581532338986280714081422119263778010630713873291653677056.000000 0.000000 0.000000 0.000000
0.000000 104047626107567685090457455941082390338421679354228038699749231794442993664.000000 0.000000 0.000000 0.000000
0.000000 381511508051112069230705026122460664119307608019325481051264574889203335168.000000 0.000000 0.000000 0.000000
0.000000 796855137994787447332928988251702720642737035082208775619625912453491064832.000000 0.000000 0.000000 0.000000
0.000000 2922236689884728224200637172906458038433728604827888158441830814274568585216.000000 0.000000 0.000000 0.000000
0.000000 6103533510462711456587854125643244558630403853502670554889292298484910653440.000000 0.000000 0.000000 0.000000
0.000000 22385991097027279467273933434803321613202168305909389462853531223733542322176.000000 0.000000 0.000000 0.000000
0.000000 46755906219414498650787361180244712920715732045513593564650347541290727505920.000000 0.000000 0.000000 0.000000
0.000000 171509802477106558435807489733053586947752657485053883014666301221762058158080.000000 0.000000 0.000000 0.000000
0.000000 358214620969239682259353883811283951259212604901443451539700779227546505969664.000000 0.000000 0.000000 0.000000
0.000000 1314170753895632365408302609063699353073416184336805551398334065313036969705472.000000 0.000000 0.000000 0.000000
0.000000 2744734696137189752573200456793563716965965381600069235610568417021270398337024.000000 0.000000 0.000000 0.000000
0.000000 10070788685562456117850796920156144296160764322483384949052009083448471419092992.000000 0.000000 0.000000 0.000000
0.000000 21033244801717830111100608942873663118911016450013281177642430238560918957981696.000000 0.000000 0.000000 0.000000
0.000000 77183178147518175904237263318023811109262421991264099214868226569360883956318208.000000 0.000000 0.000000 0.000000
0.000000 161198010645555054529952057757853503518644104449837714463662020901446387977158656.000000 0.000000 0.000000 0.000000
0.000000 591599808021902876420323786560425269036786231625757994858833721076605966530641920.000000 0.000000 0.000000 0.000000
0.000000 1235547033522397444754937330263290535921756539059140319136692404851236827413086208.000000 0.000000 0.000000 0.000000
0.000000 4535010901851622185124607168198813332751450223162766292763269568728038955831787520.000000 0.000000 0.000000 0.000000
0.000000 9471174603336929528618114109471599418227626510571567000693089618717749357674758144.000000 0.000000 0.000000 0.000000
0.000000 34767413799970739352762978343598688771503482645836421354582899505661771953620385792.000000 0.000000 0.000000 0.000000
0.000000 72609284592549358565147365940328953717203288951790541261091398646188972107733401600.000000 0.000000 0.000000 0.000000
0.000000 266568615813583839961236891378356844440409731656096050306623413128450033251132637184.000000 0.000000 0.000000 0.000000
0.000000 556702366125193685456949736231058735159784784618167666379596392773543930136857935872.000000 0.000000 0.000000 0.000000
0.000000 2044029250289278038722637338962610809456854260016891892042236030273905677790565367808.000000 0.000000 0.000000 0.000000
0.000000 4268698217947782264878361277067578699996489284935753637308614555117068190578699665408.000000 0.000000 0.000000 0.000000
0.000000 15674928700797874065654554345035050615109421461627352162991873948890124948376907677696.000000 0.000000 0.000000 0.000000
0.000000 32734690201715636511612486320448226456055156717247945952131025202153251412300944900096.000000 0.000000 0.000000 0.000000
0.000000 120216305420738162838462525111982197678660015599950795549475437640304785424092982411264.000000 0.000000 0.000000 0.000000
0.000000 251050084669522427409004330022134316697496798139240344501180140794280092947928458461184.000000 0.000000 0.000000 0.000000
0.000000 922060689189918311795182240410582832231122787170082736342956277364470372594181302386688.000000 0.000000 0.000000 0.000000
0.000000 1925532518974086865550817224430289440568134861238272200342361620254561979561320348909568.000000 0.000000 0.000000 0.000000
0.000000 7072826277373100063302858755042811047392211392332178192783143629669143802185622382182400.000000 0.000000 0.000000 0.000000
0.000000 14769939589086289424085066404659579253097585474452814291076186816771628546252637281976320.000000 0.000000 0.000000 0.000000
0.000000 54257888530324130432601208079076767065592213051846144583899327942907615342793389825327104.000000 0.000000 0.000000 0.000000
0.000000 113303419530354741861489522895342805364216564485021363355679016071018105533570258787368960.000000 0.000000 0.000000 0.000000
0.000000 416263461740583158951572201269094638416944324915317577851048235430492379039779196510404608.000000 0.000000 0.000000 0.000000
0.000000 869246286570759861956382013530945345471919363963759434160242351793332681648104451860332544.000000 0.000000 0.000000 0.000000
0.000000 3193804437793957341458498383564501523747925705329817841738029818030262768471366839146905600.000000 0.000000 0.000000 0.000000
0.000000 6669254976712499088042443285438316688280590773295926079761318344891262236964661282182529024.000000 0.000000 0.000000 0.000000
0.000000 24506547070250184526700361808165073322768991655259512570844063088467118297429564572840230912.000000 0.000000 0.000000 0.000000
0.000000 51173556439192306863493489147050245485669451382728470359576069788594013959816156514908897280.000000 0.000000 0.000000 0.000000
0.000000 188056730763953987291256189928569048319370189869107607445509249868954319325953804644200218624.000000 0.000000 0.000000 0.000000
0.000000 392687302989743614930539856100989265698308658770216025397364383642718451546707263090816188416.000000 0.000000 0.000000 0.000000
0.000000 1443204244110201611947234499289115476734435316086565917396794192909248353096295929558146744320.000000 0.000000 0.000000 0.000000
0.000000 3013563191506850939791556271374221662285017430264680682586414229907718549574954302689681342464.000000 0.000000 0.000000 0.000000
0.000000 11076386464100544507003727136985904580468107016995631923146386603769905513642488867571267272704.000000 0.000000 0.000000 0.000000
0.000000 23128377175375365179156976608611357223607261201575636816276132663889660247478586429385002188800.000000 0.000000 0.000000 0.000000
0.000000 85015682319411846371886618500291394152391482641442274618852620583831342638317276652857886507008.000000 0.000000 0.000000 0.000000
0.000000 177517302341164853385702929106389648677379757050394935732091215143501082173387921984974942633984.000000 0.000000 0.000000 0.000000
0.000000 652574213411278336134510355652293002565212684786115199498395476654387667005746849921045874343936.000000 0.000000 0.000000 0.000000
0.000000 1362593038493664827148040176464970531282121491409250719929848181226570964141538264674066545770496.000000 0.000000 0.000000 0.000000
0.000000 5009449374461778266952440540609263554165615602666228956835670639025004846506955646516413090234368.000000 0.000000 0.000000 0.000000
0.000000 10459740036203297364040638865147141699288195820547853441341574373507846253095384241662870769631232.000000 0.000000 0.000000 0.000000
0.000000 38457284661631558091880701145090147567111695420096672274114069276125645628796722186854531965386752.000000 0.000000 0.000000 0.000000
0.000000 80297899892891953186907783333921523742085141003387982684073667218767519164489157477487787324211200.000000 0.000000 0.000000 0.000000
0.000000 295253548720143867246363051556421520677152260118894723040399819909016712681045046911274770038259712.000000 0.000000 0.000000 0.000000
0.000000 616474897747978244240521614633994169552474609051595626462997697203116384126413133075956452118495232.000000 0.000000 0.000000 0.000000
0.000000 2266934033898285312922647671579145806622716458827212996301814791848429763247054138096704795357216768.000000 0.000000 0.000000 0.000000
0.000000 4733189419273092561170155212579300375993268256982557813908862479367212686914884287986735205788418048.000000 0.000000 0.000000 0.000000
0.000000 17406412386143994171102913984805767758158017643680641283699954384290641601283353370804036518839058432.000000 0.000000 0.000000 0.000000
0.000000 36342854270174797112667813505346470938927496821865114750240920627176866594995262488214618757696323584.000000 0.000000 0.000000 0.000000
0.000000 133661301069333121717013829365549637774689648235205663970170773689293211675499218133410471111806681088.000000 0.000000 0.000000 0.000000
0.000000 279068129260863386403772168931076215531623026366858460600955063515396873380380688336636321800518631424.000000 0.000000 0.000000 0.000000
0.000000 1026425773642640588554296971561486002908558663345058568562467430849749712013462434578826835116234375168.000000 0.000000 0.000000 0.000000
0.000000 2143023478820238791827024269077417483799312527644652636469826499329759333980447505295146573861216059392.000000 0.000000 0.000000 0.000000
0.000000 7882687275959667497020578331588524440615847288718202585160426724011082440338423844966077912678376931328.000000 0.000000 0.000000 0.000000
0.000000 16457676935007714873188173068894834609223987899680755455815827052774921014390891628963247665857031045120.000000 0.000000 0.000000 0.000000
0.000000 60540413503827439309512663847931650428812181393148091488539367719927731954488674223079655283116474368000.000000 0.000000 0.000000 0.000000
0.000000 126396341798439838643902344463821421607181646422562160028618533466788377819161313412550414153420990578688.000000 0.000000 0.000000 0.000000
0.000000 464986424309688002070652881272821915909412837131186520406975858824641857058282615015474528627813976637440.000000 0.000000 0.000000 0.000000
0.000000 970787807009499602679016867910737099894775216272718195082823463480875443409777574424233043896741283233792.000000 0.000000 0.000000 0.000000
0.000000 3571564130627931632226042473703152785402057901294314573377030299596528920172316713331650212755136416055296.000000 0.000000 0.000000 0.000000
0.000000 7456541541706815840543829699177147034958649240954506829808202510408351622654408827994308515845964073795584.000000 0.000000 0.000000 0.000000
0.000000 27434649690190495550556725000382070313784455746160990484503924806593704116720432322916009108117342855888896.000000 0.000000 0.000000 0.000000
0.000000 57276093510153729799567141889248453422168473299962841447826788633297545543258553603920686619830264759582720.000000 0.000000 0.000000 0.000000
0.000000 210747623304623725786078142487983520214938636275420793053144063519736827611018245851418982091287535571435520.000000 0.000000 0.000000 0.000000
0.000000 439978717103660590646592500103371913763864210636344527285966542764004712915218503733086920319299393555529728.000000 0.000000 0.000000 0.000000
0.000000 1619003466831566890603117215435577123437440158560913842563949501019767870374852241365249834487592747228200960.000000 0.000000 0.000000 0.000000
0.000000 3379961918834746436898479301201737572259600505249619524814295173816453157803706782840949934134239999721209856.000000 0.000000 0.000000 0.000000
0.000000 12438105564662019981155896874890723699319978092187289186821741215510254538750625573431378119119113508620337152.000000 0.000000 0.000000 0.000000
0.000000 25966495722915235603981384317138356300575153840085032332265823493056897343566662064093871064191363963171110912.000000 0.000000 0.000000 0.000000
0.000000 95561205009980022024840432330010671854741255639227802408713059548869518333323949496520986953426894858284433408.000000 0.000000 0.000000 0.000000
